2024-09-13,0
2024-09-12,0
2024-09-11,20000
2024-09-10,20000
2024-09-09,20000
2024-09-08,20000
2024-09-07,20000
2024-09-06,20000
2024-08-22,30000
2024-08-18,60000
2024-08-15,60000
2024-08-14,90000
2024-08-13,90000
2024-08-12,90000
2024-08-11,60000
2024-08-10,30000
2024-08-05,757000
2024-05-13,5000
2024-05-05,8000
2024-05-04,-1
2024-05-03,20000
2024-05-02,6000
2024-05-01,8000
2024-04-30,6000
2024-04-29,12000
2024-04-24,12000
2024-04-23,8000
2024-04-22,19000
2024-04-21,7000
2024-04-20,16000
2024-04-19,7000
2024-04-18,10000
2024-04-17,6000
2024-04-16,4000
2024-04-15,6000
2024-04-14,5000
2024-04-13,0
