Price,max,min
1928-03-31 00:00:00+00:00,1.7414243293933485,-0.5774210362640586
1940-02-29 00:00:00+00:00,1.2274927598405316,-0.7305207371531064
1941-07-31 00:00:00+00:00,2.048780859970467,-0.6809309011916342
1942-09-30 00:00:00+00:00,1.257138933454249,-0.6944492735242669
1942-12-31 00:00:00+00:00,1.7857049836693228,-0.9240262289817114
1943-01-31 00:00:00+00:00,1.5353082037071752,-0.9881366494688072
1943-03-31 00:00:00+00:00,2.094722272308936,-0.7326000288198298
1943-09-30 00:00:00+00:00,1.103566361525954,-0.9008980862701076
1943-12-31 00:00:00+00:00,1.8292686979155093,-0.949099300287759
1944-02-29 00:00:00+00:00,0.9515540889651009,-0.8546959779967
1944-05-31 00:00:00+00:00,0.7582152776377304,-0.7444181261538341
1944-06-30 00:00:00+00:00,2.2819863286478226,-0.5691109545775785
1944-08-31 00:00:00+00:00,0.7886390014879785,-0.9426542802373206
1944-12-31 00:00:00+00:00,1.3740408111443836,-0.6859767787570803
1945-02-28 00:00:00+00:00,1.6081820792888113,-0.5813947847045586
1945-04-30 00:00:00+00:00,2.042253279917716,-0.9556272579786084
1947-11-30 00:00:00+00:00,0.7241646701137583,-0.9914115734964256
1948-10-31 00:00:00+00:00,1.528117302402876,-0.6638540276251326
1948-12-31 00:00:00+00:00,1.7627134161480429,-0.7241583918099814
1949-03-31 00:00:00+00:00,1.9423975614554667,-0.9861907833929706
1949-07-31 00:00:00+00:00,1.255232240309967,-0.4676061940540488
1949-12-31 00:00:00+00:00,0.9135177699958196,-0.420166239287767
1950-03-31 00:00:00+00:00,1.1594247126924806,-0.8027597059052205
1950-04-30 00:00:00+00:00,1.3880842013295205,-0.7238260990725331
1950-05-31 00:00:00+00:00,1.4476628181268714,-0.8210159538695194
1951-04-30 00:00:00+00:00,1.3551444892374365,-0.7448782626717443
1951-08-31 00:00:00+00:00,1.3771633175935438,-0.4385898134529276
1951-09-30 00:00:00+00:00,0.601371930924155,-0.7212561667163553
1951-12-31 00:00:00+00:00,1.1703531050511806,-0.5123861607279179
1952-03-31 00:00:00+00:00,1.6745357420249185,-0.5850371410908717
1952-05-31 00:00:00+00:00,1.6832084089954735,-0.6432230724409682
1952-06-30 00:00:00+00:00,0.7148867593995245,-0.5744821180788895
1952-07-31 00:00:00+00:00,0.6852078998522693,-0.7983986494296103
1952-11-30 00:00:00+00:00,1.4516154089778688,-0.4844603835919003
1952-12-31 00:00:00+00:00,0.7196990030418515,-0.4182460311554892
1953-01-31 00:00:00+00:00,0.6870167655939952,-0.9494872796217302
1953-05-31 00:00:00+00:00,1.0917932177982426,-0.9248148042766636
1953-07-31 00:00:00+00:00,1.0616587640333908,-0.983202673569894
1953-10-31 00:00:00+00:00,1.1939028293462606,-0.4663018636712257
1953-12-31 00:00:00+00:00,1.011736176700606,-0.7615251633172004
1954-01-31 00:00:00+00:00,0.983090825795685,-0.5214643663211005
1954-02-28 00:00:00+00:00,0.9262824103881018,-0.8832620641261668
1954-03-31 00:00:00+00:00,0.936680385903288,-0.7092218274150741
1954-04-30 00:00:00+00:00,1.5129685620714597,-0.9170946364671196
1954-05-31 00:00:00+00:00,0.8403353487606458,-0.5571025460913259
1954-07-31 00:00:00+00:00,1.3009280384306263,-0.4669759565913423
1954-09-30 00:00:00+00:00,0.9079140248383188,-0.5846111591045644
1954-11-30 00:00:00+00:00,2.044660875942794,-0.8685559615190463
1955-11-30 00:00:00+00:00,2.586202753175848,-0.7026782792951436
1956-07-31 00:00:00+00:00,1.0143692843024965,-0.8084028190828874
1956-12-31 00:00:00+00:00,1.996445595886498,-0.7753620675971296
1957-03-31 00:00:00+00:00,1.1095778445619375,-0.6580461028716567
1957-04-30 00:00:00+00:00,0.901107302047377,-0.3499559123801066
1957-05-31 00:00:00+00:00,0.8995544998845029,-0.9108246420559852
1957-06-30 00:00:00+00:00,1.1212159385749043,-0.7847353862310058
1958-01-31 00:00:00+00:00,1.3389463831223305,-0.9325179585649934
1958-02-28 00:00:00+00:00,0.9990441479514444,-0.8919935775505983
1958-03-31 00:00:00+00:00,1.2780293313140456,-0.6850954476325777
1958-04-30 00:00:00+00:00,1.0887552295210767,-0.7870303569111892
1958-08-31 00:00:00+00:00,0.9475614494371064,-0.8928577793566705
1958-09-30 00:00:00+00:00,0.8860505171890187,-0.4218543383331607
1958-12-31 00:00:00+00:00,1.2916556814997593,-0.665804720516805
1959-04-30 00:00:00+00:00,0.8532088824059647,-0.6539340287797901
1959-07-31 00:00:00+00:00,0.8551393698670973,-0.834585213275707
1959-10-31 00:00:00+00:00,1.000002452305382,-0.9725892917432644
1959-12-31 00:00:00+00:00,0.7925821698989033,-0.6235236449837256
1960-05-31 00:00:00+00:00,1.2931844617157795,-0.6934326157038373
1960-06-30 00:00:00+00:00,1.1737504050953529,-0.6802776764162632
1960-11-30 00:00:00+00:00,1.951222874124636,-0.9923823680001886
1960-12-31 00:00:00+00:00,0.9915255542761292,-0.4321240088415279
1961-01-31 00:00:00+00:00,1.372244084966301,-0.9292736359585384
1961-02-28 00:00:00+00:00,0.9083496264938208,-0.8384399450590108
1961-03-31 00:00:00+00:00,1.3437509536743164,-0.9055453605302688
1961-05-31 00:00:00+00:00,0.8226705066248119,-0.6298712762793923
1961-07-31 00:00:00+00:00,1.169508376806827,-0.7506094867221869
1961-08-31 00:00:00+00:00,0.9137216759022904,-0.6721202046514829
1961-11-30 00:00:00+00:00,1.228396777760565,-0.5299822448978309
1961-12-31 00:00:00+00:00,0.8870809808380953,-0.7583006088789146
