2024-09-24,2000
2024-09-23,4000
2024-09-22,5000
2024-09-21,20000
2024-09-20,11000
2024-09-19,12000
2024-09-18,18000
2024-09-17,5000
2024-09-14,7000
2024-09-11,30000
2024-08-28,10000
2024-08-22,8000
2024-08-15,44000
2024-08-13,10000
2024-08-11,6000
2024-08-09,10000
2024-08-08,10000
2024-08-07,10000
2024-08-06,10000
2024-08-05,10000
2024-05-22,5000
2024-05-21,5000
2024-05-20,5000
2024-05-19,5000
2024-05-18,10000
2024-05-10,10000
2024-05-09,10000
2024-05-08,10000
2024-05-07,10000
2024-05-06,15000
2024-05-05,5000
2024-05-03,15000
2024-05-02,10000
2024-05-01,10000
2024-04-30,18000
2024-04-29,21000
2024-04-28,25000
2024-04-27,10000
2024-04-26,10000
2024-04-25,10000
2024-04-24,10000
2024-04-23,17000
2024-04-22,5000
2024-04-21,10000
2024-04-20,15000
2024-04-19,10000
